timestamp_ms,qp_id,bytes,start_ns,last_ns,last_bps,below_ns_accum
1763637714294,1334,14413252,87313708989255,87313797300958,890786330,0
1763637714294,1336,11861646,87313718028720,87313798091314,893787359,0
1763637714294,1329,16607584,87313728178538,87313798061918,1903620587,0
1763637714294,1339,8923202,87313711853100,87313796639606,889871778,0
1763637714294,1337,9422106,87313739973683,87313798200051,1003894857,0
1763637714294,1335,34553322,87313725765593,87313798121716,3839941065,0
1763637714294,1330,2162614,87313786480482,87313798095413,914528945,0
1763637714294,1333,6872622,87313749630720,87313797378389,1332997641,0
1763637714294,1340,7500472,87313750415926,87313796873888,986286164,0
1763637714294,1328,10772944,87313705632825,87313798249316,1101666727,0
1763637714294,1341,17034612,87313726698790,87313798300476,1904093682,0
1763637714294,1342,62775222,87313723890435,87313798095629,6646170658,0
1763637714294,1332,11292988,87313736567298,87313798380259,877193042,0
1763637714294,1331,403766,87313734841039,87313736341346,1069818265,0
1763637714294,1327,9874486,87313698306868,87313796639168,1217875912,0
1763637714294,1338,737794,87313794829560,87313798414478,938567922,0
1763637714395,1334,10745470,87313809068030,87313897983962,1091683170,0
1763637714395,1336,10997028,87313819693910,87313897570102,1043258275,0
1763637714395,1329,16719618,87313828286195,87313898680075,1907747000,0
1763637714395,1339,8817502,87313813708434,87313898757984,830479408,0
1763637714395,1337,6800746,87313840017874,87313898764825,1141192539,0
1763637714395,1335,34768950,87313825893188,87313898762560,3840921255,0
1763637714395,1330,1380434,87313886759892,87313898763049,954103773,0
1763637714395,1333,5893832,87313850220404,87313898514974,1254192564,0
1763637714395,1340,8071236,87313850513084,87313898120989,1098090447,0
1763637714395,1328,12977838,87313805711848,87313898853430,1013602469,0
1763637714395,1341,17142418,87313826758735,87313898861315,1908101334,0
1763637714395,1342,63269898,87313823890571,87313898693943,6685693715,0
1763637714395,1332,8906290,87313836615923,87313898934763,1166557509,0
1763637714395,1331,8214988,87313835883162,87313900625111,563781764,0
1763637714395,1327,61298,87313900202875,87313900570271,887132811,0
1763637714395,1338,547518,87313896259401,87313899798782,1043189070,0
1763637714500,1334,25676660,87313909075169,87314003200717,1078362448,0
1763637714500,1336,7181250,87313919694768,87314003195639,1066106625,0
1763637714500,1329,18197312,87313928291591,87314004154353,1905291281,0
1763637714500,1339,13601492,87313913747560,87314004169841,839564882,0
1763637714500,1337,17432044,87313941598975,87314003736869,1198337683,0
1763637714500,1335,37610166,87313925908717,87314004158572,3830543530,0
1763637714500,1330,2610782,87313988364125,87314004162644,863381774,0
1763637714500,1333,4183598,87313951404849,87314004114129,1030155467,0
1763637714500,1340,5477366,87313951030943,87313996229439,1154487884,0
1763637714500,1328,9236074,87313906400172,87314004114572,1054279768,0
1763637714500,1341,18617990,87313926810200,87314004247459,1906551662,0
1763637714500,1342,67612054,87313923904955,87314004105423,6708019931,0
1763637714500,1332,5071478,87313936844575,87314003196092,1124831443,0
1763637714500,1331,249452,87313993548496,87313994033292,511867016,0
1763637714500,1327,737778,87314000243027,87314004233110,1092473296,0
1763637714500,1338,997808,87313996488572,87314004302533,856192693,0
1763637714601,1334,12495846,87314009842211,87314103131783,1607017431,0
1763637714601,1336,4999618,87314019756972,87314084717523,847505150,0
1763637714601,1329,18315696,87314028397328,87314104665249,1909867422,0
1763637714601,1339,14956542,87314013823767,87314104679409,1031109127,0
1763637714601,1337,16804226,87314041652238,87314104587307,1794042336,0
